STATE,COUNTY,CITY,ZIP,SCHOOL NAME,SCHOOL DISTRICT
OH,FRANKLIN COUNTY,Columbus,43207,Focus Learning Academy of Southwest Columbus,Focus Learning Academy of Southwest Columbus
OH,FRANKLIN COUNTY,Columbus,43229,Focus North High School,Focus North High School
OH,FRANKLIN COUNTY,Columbus,43215,Fort Hayes Arts and Academic HS,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43215,Fort Hayes Career Center,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43204,Franklin Heights High School,South-Western City
OH,FRANKLIN COUNTY,Columbus,43222,Franklinton Preparatory Academy,Franklinton Preparatory Academy
OH,FRANKLIN COUNTY,Columbus,43214,Graham School The,Graham School The
OH,FRANKLIN COUNTY,Columbus,43212,Grandview Heights High School,Grandview Heights Schools
OH,FRANKLIN COUNTY,Columbus,43207,Hamilton Township High School,Hamilton Local
OH,FRANKLIN COUNTY,Columbus,43229,Horizon Science Academy Columbus,Horizon Science Academy Columbus
OH,FRANKLIN COUNTY,Columbus,43232,Independence High School,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43229,Life Skills Center of Columbus North,Life Skills Center of Columbus North
OH,FRANKLIN COUNTY,Columbus,43232,Life Skills Center of Columbus Southeast,Life Skills Center of Columbus Southeast
OH,FRANKLIN COUNTY,Columbus,43207,Marion-Franklin High School,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43227,Mason Run High School,Mason Run High School
OH,FRANKLIN COUNTY,Columbus,43219,Mifflin High School,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43232,Nexus Academy of Columbus,Nexus Academy of Columbus
OH,FRANKLIN COUNTY,Columbus,43229,Northland High School,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43219,Ohio Construction Academy,Ohio Construction Academy
OH,FRANKLIN COUNTY,Columbus,43205,Road to Success Academy,Road to Success Academy
OH,FRANKLIN COUNTY,Columbus,43203,The Academy for Urban Scholars,The Academy for Urban Scholars
OH,FRANKLIN COUNTY,Columbus,43227,Walnut Ridge High School,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43204,West High School,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43214,Whetstone High School,Columbus City School District
OH,FRANKLIN COUNTY,Columbus,43235,Worthington Kilbourne High School,Worthington City
OH,FRANKLIN COUNTY,Columbus,43201,Youthbuild Columbus Community,Youthbuild Columbus Community
OH,JEFFERSON COUNTY,Richmond,43944,Edison High School,Edison Local
PA,PHILADELPHIA COUNTY,Philadelphia,19147,Academy at Palumbo,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19138,ACT Academy Cyber CS,ACT Academy Cyber CS
PA,PHILADELPHIA COUNTY,Philadelphia,19154,Arts Academy at Benjamin Rush,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19142,Bartram John - Main,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19123,Bodine William W HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19122,Building 21,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19121,Carver HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19141,Central HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19106,Charter High School for Architecture and,Charter High School for Architecture and Design
PA,PHILADELPHIA COUNTY,Philadelphia,19106,Constitution HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19147,Creative and Performing Arts,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19141,Delaware Valley CHS,Delaware Valley CHS
PA,PHILADELPHIA COUNTY,Philadelphia,19132,Dobbins AVT HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19140,Edison HS/Fareira Skills,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19111,Fels Samuel HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19124,Frankford HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19130,Franklin Benjamin HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19130,Franklin LC,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19137,Franklin Towne CHS,Franklin Towne CHS
PA,PHILADELPHIA COUNTY,Philadelphia,19148,Furness Horace HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19141,Girls HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19138,Imhotep Institute CHS,Imhotep Institute CHS
PA,PHILADELPHIA COUNTY,Philadelphia,19122,Kensington Creative & Performing Arts HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19125,Kensington Health Sciences,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19125,Kensington Intern Business Finance & En,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19125,Kensington Urban Education Academy,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19138,King Martin Luther HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19128,Lankenau HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19136,Lincoln HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19134,Mastbaum Jules E AVTS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19143,Motivation HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19140,Multi-Cultural Academy CS,Multi-Cultural Academy CS
PA,PHILADELPHIA COUNTY,Philadelphia,19111,Northeast HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19140,Olney Charter High School,Olney Charter High School
PA,PHILADELPHIA COUNTY,Philadelphia,19131,Overbrook HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19150,Parkway Northwest,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19139,Parkway West,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19123,Parkway-Center City,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19104,Paul Robeson HS for Human Services,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19102,Philadelphia Electrical & Tech CHS,Philadelphia Electrical & Tech CHS
PA,PHILADELPHIA COUNTY,Philadelphia,19122,Philadelphia Military Acad at Elverson,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19145,Preparatory CS of Mathematics Science,Preparatory CS of Mathematics Science Tech and Careers
PA,PHILADELPHIA COUNTY,Philadelphia,19129,Randolph A. Philip AVT HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19128,Roxborough HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19128,Saul W B Agricultural School,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19139,Sayre William L MS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19104,School of the Future,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19103,Science Leadership Academy,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19148,South Philadelphia HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19132,Strawberry Mansion HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19114,Swenson Arts & Technology HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19140,The Linc,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19131,The Science Leadership Academy at Beeber,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19122,The U School: Innovative Lab,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19139,The Workshop School,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19145,Universal Audenried Charter School,Universal Audenried Charter School
PA,PHILADELPHIA COUNTY,Philadelphia,19116,Washington George HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19139,West Philadelphia HS,Philadelphia City SD
PA,PHILADELPHIA COUNTY,Philadelphia,19122,Youth Build Phila CS,Youth Build Phila CS
RI,PROVIDENCE COUNTY,Providence,02907,Academy for Career Exploration,Providence
RI,PROVIDENCE COUNTY,Providence,02903,Central High School,Providence
RI,PROVIDENCE COUNTY,Providence,02903,Classical High School,Providence
RI,PROVIDENCE COUNTY,Providence,02907,Dr. Jorge Alvarez HS,Providence
RI,PROVIDENCE COUNTY,Providence,02904,E-Cubed Academy,Providence
RI,PROVIDENCE COUNTY,Providence,02906,Hope High School,Providence
RI,PROVIDENCE COUNTY,Providence,02905,Metropolitan Career Tech Ctr,MET Career and Tech
RI,PROVIDENCE COUNTY,Providence,02908,Mount Pleasant High,Providence
RI,PROVIDENCE COUNTY,Providence,02903,Providence Career Technical,Providence
RI,PROVIDENCE COUNTY,Providence,02903,RINI Middle College,Rhode Island Nurses Institute Middle College
RI,PROVIDENCE COUNTY,Providence,02909,Sheila Skip Nowell Leadership,Sheila Skip Nowell Leadership Academy
RI,PROVIDENCE COUNTY,Providence,02903,Village Green Virtual,Village Green Virtual
RI,PROVIDENCE COUNTY,Providence,02905,W B Cooley and Acad Internationa,Providence
TN,HAMILTON COUNTY,Chattanooga,37411,Brainerd High School,Hamilton County
TN,HAMILTON COUNTY,Chattanooga,37412,East Ridge High School,Hamilton County
TN,HAMILTON COUNTY,Chattanooga,37406,Hamilton County Collegiate High at Chattanooga State,Hamilton County
TN,HAMILTON COUNTY,Chattanooga,37415,Red Bank High School,Hamilton County
TN,HAMILTON COUNTY,Chattanooga,37406,STEM School Chattanooga,Hamilton County
TN,HAMILTON COUNTY,Chattanooga,37408,The Howard School,Hamilton County
TN,HAMILTON COUNTY,Chattanooga,37421,Tyner Academy,Hamilton County
VA,CHESTERFIELD COUNTY,Richmond,23236,MONACAN HIGH,CHESTERFIELD CO PBLC SCHS
VA,HENRICO COUNTY,Richmond,23223,ARMSTRONG HIGH,RICHMOND CITY PBLC SCHS
VA,HENRICO COUNTY,Richmond,23229,FREEMAN HIGH,HENRICO CO PBLC SCHS
VA,HENRICO COUNTY,Richmond,23238,GODWIN HIGH,HENRICO CO PBLC SCHS
VA,HENRICO COUNTY,Richmond,23227,HENRICO HIGH,HENRICO CO PBLC SCHS
VA,HENRICO COUNTY,Richmond,23228,HERMITAGE HIGH,HENRICO CO PBLC SCHS
VA,HENRICO COUNTY,Richmond,23294,TUCKER HIGH,HENRICO CO PBLC SCHS
VA,HENRICO COUNTY,Richmond,23231,VARINA HIGH,HENRICO CO PBLC SCHS
VA,RICHMOND CITY,Richmond,23225,GEORGE WYTHE HIGH,RICHMOND CITY PBLC SCHS
VA,RICHMOND CITY,Richmond,23225,HUGUENOT HIGH,RICHMOND CITY PBLC SCHS
VA,RICHMOND CITY,Richmond,23227,JOHN MARSHALL HIGH,RICHMOND CITY PBLC SCHS
VA,RICHMOND CITY,Richmond,23220,OPEN HIGH,RICHMOND CITY PBLC SCHS
VA,RICHMOND CITY,Richmond,23225,RICHMOND CAREER EDUCATION & EMPLOYMENT (CHARTER SCHOOL),RICHMOND CITY PBLC SCHS
VA,RICHMOND CITY,Richmond,23222,RICHMOND COMMUNITY HIGH,RICHMOND CITY PBLC SCHS
VA,RICHMOND CITY,Richmond,23230,THOMAS JEFFERSON HIGH,RICHMOND CITY PBLC SCHS
WI,MILWAUKEE COUNTY,Milwaukee,53205,Alliance School of Milwaukee,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53209,ASSATA,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53215,Audubon Technology and Communication High School,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53208,Banner Preparatory School of Milwaukee,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53204,Bradley Technology High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53215,Carmen High School of Science and Technology South Campus,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53223,Community High School,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53204,Grandview High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53220,Hamilton High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53218,James Madison Academic Campus,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53209,King International,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53216,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy Agency
WI,MILWAUKEE COUNTY,Milwaukee,53204,Milwaukee Community Cyber High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53233,Milwaukee High School of the Arts,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53205,Milwaukee Secure Detention Facility,Wisconsin Department of Corrections
WI,MILWAUKEE COUNTY,Milwaukee,53233,New School for Community Service,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53206,North Division High 0419,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53209,NOVA Tech,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53233,Project STAY,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53215,Pulaski High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53221,Reagan College Preparatory High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53211,Riverside High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53205,Shalom High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53204,South Division High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53205,Transition High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53224,Vincent High,Milwaukee School District
WI,MILWAUKEE COUNTY,Milwaukee,53210,WHS Information Technology,Milwaukee School District
