NCES School ID,School Name,District,County Name,Street Address,City,State,ZIP,Phone,Website,Locale,Students,Teachers,Free or Reduced Lunch
4.20E+11,Philadelphia Electrical & Tech CHS,Philadelphia Electrical & Tech CHS,PHILADELPHIA COUNTY,1420-22 Chestnut Street,Philadelphia,PA,19102,2675141824,,City: Large,621,29,420
4.20E+11,Preparatory CS of Mathematics Science,Preparatory CS of Mathematics Science Tech and Careers,PHILADELPHIA COUNTY,1928 Point Breeze Avenue,Philadelphia,PA,19145,2153346144,,City: Large,623,34,402
4.20E+11,Universal Audenried Charter School,Universal Audenried Charter School,PHILADELPHIA COUNTY,3301 Tasker Street,Philadelphia,PA,19145,2159524801,,City: Large,699,43,688
4.20E+11,Youth Build Phila CS,Youth Build Phila CS,PHILADELPHIA COUNTY,1231 N Broad St 5th floor,Philadelphia,PA,19122,2156278671,,City: Large,233,9.1,0
4.40E+11,Academy for Career Exploration,Providence,PROVIDENCE COUNTY,155 Harrison Street,Providence,RI,2907,4014561738,,City: Midsize,190,14,156
4.40E+11,Central High School,Providence,PROVIDENCE COUNTY,70 Fricker Street,Providence,RI,2903,4014569111,,City: Midsize,1087,71,848
4.40E+11,Classical High School,Providence,PROVIDENCE COUNTY,770 Westminster Street,Providence,RI,2903,4014569145,,City: Midsize,1118,51,705
4.40E+11,Dr. Jorge Alvarez HS,Providence,PROVIDENCE COUNTY,375 Adelaide Avenue,Providence,RI,2907,4014560676,,City: Midsize,407,39,337
4.40E+11,E-Cubed Academy,Providence,PROVIDENCE COUNTY,812 Branch Avenue,Providence,RI,2904,4014560694,,City: Midsize,353,27,268
4.40E+11,Hope High School,Providence,PROVIDENCE COUNTY,324 Hope Street,Providence,RI,2906,4014569161,,City: Midsize,856,66,661
4.40E+11,Mount Pleasant High,Providence,PROVIDENCE COUNTY,434 Mt. Pleasant Avenue,Providence,RI,2908,4014569181,,City: Midsize,868,71,649
4.40E+11,Providence Career Technical,Providence,PROVIDENCE COUNTY,41 Fricker street,Providence,RI,2903,4014569136,,City: Midsize,624,59.5,519
4.40E+11,W B Cooley and Acad Internationa,Providence,PROVIDENCE COUNTY,182 Thurbers Avenue,Providence,RI,2905,4014561781,,City: Midsize,684,46,537
470159000626,Brainerd High School,Hamilton County,HAMILTON COUNTY,1020 N Moore RD,Chattanooga,TN,37411,4238552615,,City: Midsize,588,55.5,0
470159000501,East Ridge High School,Hamilton County,HAMILTON COUNTY,4320 Bennett RD,Chattanooga,TN,37412,4238676200,,Suburb: Large,808,55.4,0
470159001416,Hamilton County Collegiate High at Chattanooga State,Hamilton County,HAMILTON COUNTY,4501 Amnicola HW,Chattanooga,TN,37406,4236973226,,City: Midsize,149,3,0
470159000517,Red Bank High School,Hamilton County,HAMILTON COUNTY,640 Morrison Springs RD,Chattanooga,TN,37415,4238741900,,Suburb: Large,749,51.7,0
470159002298,STEM School Chattanooga,Hamilton County,HAMILTON COUNTY,4501 Amnicola HW,Chattanooga,TN,37406,4232098538,,City: Midsize,191,15,0
470159000759,The Howard School,Hamilton County,HAMILTON COUNTY,2500 South Market ST,Chattanooga,TN,37408,4232095868,,City: Midsize,656,58.8,0
470159000802,Tyner Academy,Hamilton County,HAMILTON COUNTY,6836 Tyner RD,Chattanooga,TN,37421,4238552635,,City: Midsize,587,45.7,0
5.50E+11,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy Agency,MILWAUKEE COUNTY,4030 N 29th St,Milwaukee,WI,53216,4148734014,,City: Large,262,–,262
5.51E+11,Alliance School of Milwaukee,Milwaukee School District,MILWAUKEE COUNTY,850 W Walnut St,Milwaukee,WI,53205,4142675400,,City: Large,178,–,144
5.51E+11,ASSATA,Milwaukee School District,MILWAUKEE COUNTY,3517 W Courtland Ave,Milwaukee,WI,53209,4143456113,,City: Large,122,–,104
5.51E+11,Audubon Technology and Communication High School,Milwaukee School District,MILWAUKEE COUNTY,3300 S 39th St,Milwaukee,WI,53215,4149027800,,City: Large,355,–,275
5.51E+11,Banner Preparatory School of Milwaukee,Milwaukee School District,MILWAUKEE COUNTY,4610 W State St,Milwaukee,WI,53208,4144619561,,City: Large,60,–,47
5.51E+11,Bradley Technology High,Milwaukee School District,MILWAUKEE COUNTY,700 S Fourth St,Milwaukee,WI,53204,4142122400,,City: Large,910,–,788
5.51E+11,Carmen High School of Science and Technology South Campus,Milwaukee School District,MILWAUKEE COUNTY,1712 S 32nd St,Milwaukee,WI,53215,4143844444,,City: Large,348,–,306
5.51E+11,Community High School,Milwaukee School District,MILWAUKEE COUNTY,6700 N 80th St,Milwaukee,WI,53223,4143933500,,City: Large,246,–,216
5.51E+11,Grandview High,Milwaukee School District,MILWAUKEE COUNTY,615 W Washington St,Milwaukee,WI,53204,4146721168,,City: Large,228,–,197
5.51E+11,Hamilton High,Milwaukee School District,MILWAUKEE COUNTY,6215 W Warnimont Ave,Milwaukee,WI,53220,4143279300,,City: Large,1694,–,1450
5.51E+11,James Madison Academic Campus,Milwaukee School District,MILWAUKEE COUNTY,8135 W Florist Ave,Milwaukee,WI,53218,4143936100,,City: Large,892,–,794
5.51E+11,King International,Milwaukee School District,MILWAUKEE COUNTY,1801 W Olive St,Milwaukee,WI,53209,4142670700,,City: Large,1479,–,851
5.51E+11,Milwaukee Community Cyber High,Milwaukee School District,MILWAUKEE COUNTY,131 S 1st St,Milwaukee,WI,53204,4143081230,,City: Large,190,–,147
5.51E+11,Milwaukee High School of the Arts,Milwaukee School District,MILWAUKEE COUNTY,2300 W Highland Ave,Milwaukee,WI,53233,4149347000,,City: Large,927,–,688
5.51E+11,New School for Community Service,Milwaukee School District,MILWAUKEE COUNTY,609 N 8th St,Milwaukee,WI,53233,4142989390,,City: Large,158,–,136
5.51E+11,North Division High 0419,Milwaukee School District,MILWAUKEE COUNTY,1011 W Center St,Milwaukee,WI,53206,4142674900,,City: Large,532,–,485
5.51E+11,NOVA Tech,Milwaukee School District,MILWAUKEE COUNTY,2433 W Roosevelt Dr,Milwaukee,WI,53209,4143016592,,City: Large,99,–,74
5.51E+11,Project STAY,Milwaukee School District,MILWAUKEE COUNTY,609 N 8th St,Milwaukee,WI,53233,4142989300,,City: Large,201,–,164
5.51E+11,Pulaski High,Milwaukee School District,MILWAUKEE COUNTY,2500 W Oklahoma Ave,Milwaukee,WI,53215,4149028900,,City: Large,1164,–,1010
5.51E+11,Reagan College Preparatory High,Milwaukee School District,MILWAUKEE COUNTY,4965 S 20th St,Milwaukee,WI,53221,4143046100,,City: Large,1266,–,800
5.51E+11,Riverside High,Milwaukee School District,MILWAUKEE COUNTY,1615 E Locust St,Milwaukee,WI,53211,4149064900,,City: Large,1598,–,1259
5.51E+11,Shalom High,Milwaukee School District,MILWAUKEE COUNTY,1749 N 16th St,Milwaukee,WI,53205,4149335019,,City: Large,105,–,89
5.51E+11,South Division High,Milwaukee School District,MILWAUKEE COUNTY,1515 W Lapham Blvd,Milwaukee,WI,53204,4149028300,,City: Large,1388,–,1231
5.51E+11,Transition High,Milwaukee School District,MILWAUKEE COUNTY,2610 W North Ave,Milwaukee,WI,53205,4142122670,,City: Large,167,–,132
5.51E+11,Vincent High,Milwaukee School District,MILWAUKEE COUNTY,7501 N Granville Rd,Milwaukee,WI,53224,2622361200,,City: Large,1409,–,1243
5.51E+11,WHS Information Technology,Milwaukee School District,MILWAUKEE COUNTY,2525 N Sherman Blvd,Milwaukee,WI,53210,4148756000,,City: Large,728,–,659
5.50E+11,Milwaukee Secure Detention Facility,Wisconsin Department of Corrections,MILWAUKEE COUNTY,PO Box 05704,Milwaukee,WI,53205,4142123535,,City: Large,0,–,0
